Date,Open,High,Low,Close,Volume,OI,Acutal Open,Range High,Range Low,Range,Gap Up/Down,Trend,Trend Strength,5 Candle Strength,10 Candle Strength,50 Candle Strength,10 Candle,10 MA Trend,50 Candle,50 MA Trend
2024-09-04T00:00:00+05:30,1921.1,1927.2,1900.05,1922.45,4778310,0,1941.25,1941.25,1900.05,41.2,-20.15,DOWN,-18.8,,,1922.45,,,,
2024-09-03T00:00:00+05:30,1967,1967,1936.45,1941.25,4694322,0,1964.5,1967,1936.45,30.55,2.5,DOWN,-23.25,,,1941.25,,,,
2024-09-02T00:00:00+05:30,1943.35,1975.75,1942.8,1964.5,5573739,0,1943.7,1975.75,1942.8,32.95,-0.35,UP,20.8,,,1964.5,,,,
2024-08-30T00:00:00+05:30,1938,1950,1928,1943.7,13466759,0,1933.35,1950,1928,22,4.65,UP,10.35,,,1943.7,,,,
2024-08-29T00:00:00+05:30,1933,1950.5,1920.9,1933.35,7228284,0,1939.1,1950.5,1920.9,29.6,-6.1,DOWN,-5.75,,,1933.35,,,,
2024-08-28T00:00:00+05:30,1906.9,1951,1897.4,1939.1,6514531,0,1900.1,1951,1897.4,53.6,6.8,UP,39,,,1939.1,,,,
2024-08-27T00:00:00+05:30,1876.15,1902.75,1873.9,1900.1,3830679,0,1876.15,1902.75,1873.9,28.85,0,UP,23.95,,,1900.1,,,,
2024-08-26T00:00:00+05:30,1870,1888.75,1864,1876.15,3728589,0,1862.1,1888.75,1862.1,26.65,7.9,UP,14.05,,,1876.15,,,,
2024-08-23T00:00:00+05:30,1878.2,1882.6,1857,1862.1,5015935,0,1880.25,1882.6,1857,25.6,-2.05,DOWN,-18.15,,,1862.1,,,,
2024-08-22T00:00:00+05:30,1884,1893.65,1869.7,1880.25,4300287,0,1872.7,1893.65,1869.7,23.95,11.3,UP,7.55,,,1880.25,,,,
2024-08-21T00:00:00+05:30,1875.1,1879,1867.1,1872.7,1966902,0,1872.2,1879,1867.1,11.9,2.9,UP,0.5,,,1872.7,,,,
2024-08-20T00:00:00+05:30,1880,1885.7,1868.2,1872.2,3870333,0,1864.8,1885.7,1864.8,20.9,15.2,UP,7.4,,,1872.2,,,,
2024-08-19T00:00:00+05:30,1860,1867.55,1849.2,1864.8,2585989,0,1858.95,1867.55,1849.2,18.35,1.05,UP,5.85,,,1864.8,,,,
2024-08-16T00:00:00+05:30,1850,1861.85,1829.5,1858.95,7335657,0,1823.25,1861.85,1823.25,38.6,26.75,UP,35.7,,,1858.95,,,,
2024-08-14T00:00:00+05:30,1802,1825,1797.45,1823.25,7450718,0,1797.45,1825,1797.45,27.55,4.55,UP,25.8,,,1823.25,,,,
2024-08-13T00:00:00+05:30,1810,1810,1789.05,1797.45,4176918,0,1797.4,1810,1789.05,20.95,12.6,UP,0.05,,,1797.45,,,,
2024-08-12T00:00:00+05:30,1773.05,1803.5,1768.1,1797.4,4315329,0,1770.75,1803.5,1768.1,35.4,2.3,UP,26.65,,,1797.4,,,,
2024-08-09T00:00:00+05:30,1771.25,1780.75,1756,1770.75,4258524,0,1743.15,1780.75,1743.15,37.6,28.1,UP,27.6,,,1770.75,,,,
2024-08-08T00:00:00+05:30,1779.95,1779.95,1727.1,1743.15,6227910,0,1791.65,1791.65,1727.1,64.55,-11.7,DOWN,-48.5,,,1743.15,,,,
2024-08-07T00:00:00+05:30,1796,1797.9,1762.1,1791.65,5094329,0,1751.1,1797.9,1751.1,46.8,44.9,UP,40.55,,,1791.65,,,,
2024-08-06T00:00:00+05:30,1760.2,1796.95,1744.85,1751.1,7690163,0,1751.9,1796.95,1744.85,52.1,8.3,DOWN,-0.8,,,1751.1,,,,
2024-08-05T00:00:00+05:30,1784.95,1797.5,1718.55,1751.9,10736703,0,1821.2,1821.2,1718.55,102.65,-36.25,DOWN,-69.3,,,1751.9,,,,
2024-08-02T00:00:00+05:30,1843,1859.5,1816.15,1821.2,7400938,0,1852.6,1859.5,1816.15,43.35,-9.6,DOWN,-31.4,,,1821.2,,,,
2024-08-01T00:00:00+05:30,1856.1,1867.9,1845.1,1852.6,7475014,0,1868.25,1868.25,1845.1,23.15,-12.15,DOWN,-15.65,,,1852.6,,,,
2024-07-31T00:00:00+05:30,1877,1885.15,1865.05,1868.25,5004209,0,1877.15,1885.15,1865.05,20.1,-0.15,DOWN,-8.9,,,1868.25,,,,
2024-07-30T00:00:00+05:30,1871.1,1879.95,1860,1877.15,2721265,0,1871.1,1879.95,1860,19.95,0,UP,6.05,,,1877.15,,,,
2024-07-29T00:00:00+05:30,1893.6,1903,1864,1871.1,4635931,0,1878.9,1903,1864,39,14.7,DOWN,-7.8,,,1871.1,,,,
2024-07-26T00:00:00+05:30,1825.35,1883,1825.35,1878.9,11369047,0,1824.85,1883,1824.85,58.15,0.5,UP,54.05,,,1878.9,,,,
2024-07-25T00:00:00+05:30,1820,1830.9,1812,1824.85,5815599,0,1833.95,1833.95,1812,21.95,-13.95,DOWN,-9.1,,,1824.85,,,,
2024-07-24T00:00:00+05:30,1837.5,1842.35,1819.6,1833.95,6002845,0,1836.9,1842.35,1819.6,22.75,0.6,DOWN,-2.95,,,1833.95,,,,
2024-07-23T00:00:00+05:30,1810,1839.95,1783.25,1836.9,7113056,0,1810.85,1839.95,1783.25,56.7,-0.85,UP,26.05,,,1836.9,,,,
2024-07-22T00:00:00+05:30,1800.15,1823,1792.95,1810.85,8462126,0,1792.95,1823,1792.95,30.05,7.2,UP,17.9,,,1810.85,,,,
2024-07-19T00:00:00+05:30,1844,1844,1786.45,1792.95,29819116,0,1758.05,1844,1758.05,85.95,85.95,UP,34.9,,,1792.95,,,,
2024-07-18T00:00:00+05:30,1719,1765.4,1719,1758.05,11248896,0,1726.05,1765.4,1719,46.4,-7.05,UP,32,,,1758.05,,,,
2024-07-16T00:00:00+05:30,1718.6,1737.9,1700,1726.05,6886281,0,1707.05,1737.9,1700,37.9,11.55,UP,19,,,1726.05,,,,
2024-07-15T00:00:00+05:30,1726.2,1728,1702.65,1707.05,6942230,0,1711.75,1728,1702.65,25.35,14.45,DOWN,-4.7,,,1707.05,,,,
2024-07-12T00:00:00+05:30,1680,1719.75,1666.65,1711.75,17078316,0,1652.7,1719.75,1652.7,67.05,27.3,UP,59.05,,,1711.75,,,,
2024-07-11T00:00:00+05:30,1656,1665,1642.05,1652.7,8857679,0,1648.25,1665,1642.05,22.95,7.75,UP,4.45,,,1652.7,,,,
2024-07-10T00:00:00+05:30,1657,1674,1637.55,1648.25,9852770,0,1657.15,1674,1637.55,36.45,-0.15,DOWN,-8.9,,,1648.25,,,,
2024-07-09T00:00:00+05:30,1659.9,1666.75,1651,1657.15,5191182,0,1661.65,1666.75,1651,15.75,-1.75,DOWN,-4.5,,,1657.15,,,,
2024-07-08T00:00:00+05:30,1643.1,1666,1640,1661.65,5880533,0,1647.45,1666,1640,26,-4.35,UP,14.2,,,1661.65,,,,
2024-07-05T00:00:00+05:30,1651.45,1665.85,1633.35,1647.45,7065022,0,0,1665.85,0,1665.85,1651.45,UP,1647.45,,,1647.45,,,,
